Location Name,Location Num,Operator,Type,State,Open Date
Hollywood Drive-Thru Only,02703,Jeremiah Cillpam,DTO,CA,11-Sep
Homberg Drive FSU,02847,Eddie Halliday,FSU,TN,12-May
Homestead (FL) FSU,04730,Tyler Abrahamsen,FSU,FL,24-Nov
Homewood (IL) FSU,04204,Jonathan Latham,FSU,IL,19-Sep
Hoover Commons FSU,00822,David Jackson,FSU,AL,Dec-90
Hope Mills FSU,04318,Tiffany Choice,FSU,NC,20-Apr
Hopkinsville FSU,02940,Jeromy Thompson,FSU,KY,13-May
Hopyard Road & 580 FSU,03207,Aaron Clifford,FSU,CA,16-Nov
Hopyard Road & Inglewood In-Line,05065,Aaron Clifford,MALL,CA,24-Apr
Horn Lake FSU,05540,Crystal Mayson-Durden,FSU,MS,24-Nov
Horsham FSU,04364,Jim Krout,FSU,PA,20-Apr
Hot Springs FSU,02188,Jonathan Richardson,FSU,AR,8-Mar
Houma FSU,01871,Shannon Lewis,FSU,LA,6-Feb
Houston Center,00316,Mac McRoberts,MALL,TX,Oct-83
Houston Road FSU,02593,Cathy Snider,FSU,KY,9-Oct
Howell FSU,01498,Sarah Houchins,FSU,NJ,3-Oct
Howell Mill FSU,00458,John Diamond,FSU,GA,Jan-97
Howland FSU,03415,Derek Emerson,FSU,OH,15-Sep
Huber Heights (OH) FSU,04507,Kevin Weaver,FSU,OH,21-Aug
Hudson Oaks FSU,03862,Philip Smith,FSU,TX,18-Mar
Huebner & Babcock FSU,03469,Adriana Ramirez-Bustamante,FSU,TX,15-Oct
Huffman Mill FSU,00859,Shawn Willis,FSU,NC,Oct-93
Hulen Mall,00163,Jeremy Kirwan,MALL,TX,Aug-77
Hull Street at Brandermill FSU,05416,Katie Ryan,FSU,VA,24-Oct
Humacao FSU,30018,Cris Romero,FSU,PR,22-Sep
Humble FSU,02415,Matt Michaels,FSU,TX,10-Nov
Hunt Valley Towne Centre FSU,02034,Mike Hutton,FSU,MD,10-Aug
Hunter's Crossing FSU,01235,Frankie Turner,FSU,TN,Aug-00
Huntington (NY) FSU,04577,Noah Levy,FSU,NY,22-Dec
Huntington Mall,00137,Rudy Anthony,MALL,WV,Feb-81
Huntington SW & 210 FSU,04698,Lamar Turner,FSU,CA,23-Apr
Huntsville (TX) FSU,04144,Michael Sullivan,FSU,TX,20-Jun
Hutchinson FSU,03721,Bill Thier,FSU,KS,17-Jan
Hutto FSU,04064,Kyle Steck,FSU,TX,19-May
Hwy 111 & Dune Palms FSU,05420,Matt Lokay,FSU,CA,25-Aug
Hwy 125 & Jamacha FSU,04466,Amber Thomas,FSU,CA,22-Jul
Hwy 151 & Military FSU,05209,Greg Patterson,FSU,TX,23-Dec
Hwy 183 & Central FSU,04190,Vanessa Bales,FSU,TX,21-Dec
Hwy 191 at Faudree Road FSU,03836,Denton Dye,FSU,TX,20-Jul
Hwy 210 & Ayala Drive FSU,03997,Eddie Brown,FSU,CA,19-Jan
Hwy 211 & Potranco FSU,05232,Jordan Fiala,FSU,TX,23-Nov
Hwy 215 & Flamingo FSU,04356,Ron Peterson,FSU,NV,21-Nov
Hwy 215 & Nuevo Road FSU,04308,Ricardo Ortiz-Chavez,FSU,CA,21-Jan
Hwy 26 at Precinct Line FSU,03608,CJ Cook,FSU,TX,16-Jan
Hwy 287 & Arapahoe Rd FSU,05193,Alyssa Anderson,FSU,CO,25-May
Hwy 287 & Walnut Creek FSU,01021,Don Gonzales,FSU,TX,Dec-98
Hwy 36 & Beechwood Dr (IN) FSU,05175,Chris Tincher,FSU,IN,23-Oct
Hwy 36 & Raceway Rd (IN) FSU,01414,Chris Tincher,FSU,IN,2-Jun
Hwy 37 & 146th St (IN) FSU,05614,Roger Deutscher,FSU,IN,25-Oct
Hwy 380 & 75 FSU,00722,Don Westback,FSU,TX,Dec-98
Hwy 470 & Yosemite FSU,05190,Michael Clancey,FSU,CO,25-Jun
Hwy 66 & Dalrock Rd FSU,04994,Becky Encinia,FSU,TX,23-Aug
Hwy 67 & Main St. FSU,05634,John Millender,FSU,TX,25-Nov
Hwy 67 & Wintergreen FSU,05142,Joseph Morris,FSU,TX,23-Jun
Hwy 76 on the Strip (MO) FSU,05380,Kevin Hutcheson,FSU,MO,23-Dec
Hwy 78 & Vista Village FSU,04223,Luis Gomez,FSU,CA,22-Apr
Hwy 96 FSU,04214,Jonathan Kendall,FSU,TN,19-Aug
Hwy 96 and Houston Lake FSU,02467,Pat Braski,FSU,GA,10-Jan
Hwy 97 & Robal Road FSU,03992,Todd Keller,FSU,OR,20-Jan
Hwy 99 & Garfield FSU,05058,Chris Peyton,FSU,OR,24-Sep
Hwy 99 & Yosemite Ave FSU,04047,Micah Payton,FSU,CA,20-Apr
Hwy. 249 at West Road FSU,03853,Brad Munson,FSU,TX,17-Apr
Hwy. 287 & Sublett FSU,04050,Tiffany Hassler,FSU,TX,19-Jan
Hwy. 290 & Jones Road FSU,03915,Glenn Thigpen,FSU,TX,18-Apr
Hwy. 6 & Bellaire FSU,00858,Willie Anthony-Garrett,FSU,TX,Aug-93
Hwy. 6 at West Little York FSU,03524,Wade Bradford,FSU,TX,16-Mar
Hwy. 96 & South Shore Blvd. FSU,03831,Travis Powell,FSU,TX,17-May
I-10 & Barranca FSU,04752,Danny Hernandez,FSU,CA,23-Apr
I-10 & Carrollton DTO,04891,Ben McLeish,DTO,LA,22-Dec
I-10 & La Cienega FSU,04240,Erica Morrow,FSU,CA,19-Aug
I-10 & Mountain Ave FSU,04400,Ed Hawkins,FSU,CA,23-Feb
I-10 & Santa Anita FSU,04098,Kelsey Escobar,FSU,CA,24-May
I-10 & Yucaipa Blvd FSU,04524,Dave Rodriguez,FSU,CA,21-Jun
I-10 and Silber Road FSU,02918,Rafael McLeod,FSU,TX,13-Jan
I-10 and Uvalde FSU,03580,Joseph DeCola,FSU,TX,16-Sep
I-10 at John Martin Rd FSU,04418,Taylor Henckel,FSU,TX,21-Dec
I-10 at Louisiana Avenue FSU,02327,Austin Milke,FSU,LA,8-Nov
I-10 at Palm Desert FSU,04112,David Peck,FSU,CA,22-Jul
I-15 at Cantu Galleano Ranch Rd. FSU,04374,Grace Chang,FSU,CA,21-Jan
I-19 & Irvington FSU,03807,Andres Romo-Teran,FSU,AZ,19-Feb
I-20 and Little Road FSU,02809,Tiffany Hassler,FSU,TX,14-May
I-220 & Airline Drive FSU,02101,John Roden,FSU,LA,7-Jun
I-25 & Firestone FSU,05611,Lindsay Randall,FSU,CO,25-Oct
I-25 & Harmony Rd FSU,03676,Stevan Stein,FSU,CO,18-Jan
I-270 & St. Charles Rock Rd FSU,04175,Todd Anthony,FSU,MO,19-Jan
I-29 & Barry Road FSU,02935,Andy Gallawa,FSU,MO,14-Dec
I-35 at 15th FSU,03881,Greg Harjo,FSU,OK,17-May
I-35 at Aquarena Springs FSU,04317,Jon Sprencel,FSU,TX,20-Feb
I-35 at Wonder World Dr. FSU,02389,Jon Sprencel,FSU,TX,10-Mar
I-35/Ben White FSU,01903,Ken Massey,FSU,TX,7-Jan
I-35/Parmer Lane FSU,01720,Ed Campos,FSU,TX,5-Feb
I-4 & Hwy 27 FSU,03748,Rudy Neal,FSU,FL,17-Apr
I-40 & MacArthur FSU,02979,Madison Basler,FSU,OK,13-Feb
I-410 & Rigsby Ave FSU,05297,Bob Williamson,FSU,TX,23-Dec
I-44 & Range Line Road FSU,04850,Rick Starkweather,FSU,MO,22-Mar
I-45 & Almeda FSU,04045,Joseph Anderson,FSU,TX,18-Aug
I-5 & 88th Marysville FSU,03988,Melody Cave,FSU,WA,20-May
I-5 & Alderwood FSU,03251,Larry Artman,FSU,WA,15-May
I-5 & Bonnyview DTO,05110,Bobby Bird,DTO,CA,24-Dec
I-5 & Chemawa Rd. FSU,04587,Clint Peebles,FSU,OR,22-Aug
I-5 & Firestone FSU,04092,Acquaya Agnese-Bennett,FSU,CA,19-May
I-5 & Magic Mountain Pkwy DTO,05189,Tom Williams,DTO,CA,25-May
I-5 at Woodburn DTO,05192,Kasi Corbett,DTO,OR,24-Dec
I-635 and MacArthur FSU,00529,Scott Mayes,FSU,TX,Jan-98
I-70 & Youngfield St. FSU,04746,Frank Johnson,FSU,CO,23-Nov
I-75 & Archer Road Drive-Thru Only,00531,Ray Holloway,DTO,FL,Oct-00
I-75 & Miller Road (MI) FSU,05198,Greg McKay,FSU,MI,23-Sep
I-81 & Progress Ave FSU,05303,Lauren Burnette,FSU,PA,25-Oct
I-820 and Clifford FSU,04142,Ken Miller,FSU,TX,19-Apr
Illinois Medical District (IL) In-Line,05191,Emily Groom,MALL,IL,23-Jun
Imperial & Bloomfield Norwalk FSU,03660,Farid Khansarinia,FSU,CA,19-Jan
Imperial & Lakewood FSU,04387,Josiah Borg,FSU,CA,21-May
Ina at Thornydale FSU,03648,Brian White,FSU,AZ,17-Oct
Independence Center FSU,02258,Lloyd Andersen,FSU,MO,8-Jul
Independence Mall,00153,Mike Perdue,MALL,NC,Aug-79
Indian Land FSU,02797,Arthur Porter,FSU,SC,11-Jun
Indian River Road FSU,00756,Steven Owen,FSU,VA,Nov-98
Indian Trail FSU,02965,Dean Sandbo,FSU,NC,13-Jun
Ingleside FSU,01569,William Barge,FSU,MD,5-Jan
Ingram Park FSU,01776,Enrique Baca,FSU,TX,5-May
Ingram Park Mall (Inside),00155,Angela Posada,MALL,TX,Mar-79
Inner Harbor In-Line,03544,Amanda Butler,MALL,MD,15-Apr
International Plaza Mall,01279,Art Grossman,MALL,FL,1-Sep
International Speedway FSU,00866,Chris Kirby,FSU,FL,Sep-94
Inverness FSU,00812,Mark Meadows,FSU,AL,Nov-89
Inwood Road FSU,00692,William McPherson,FSU,TX,Jun-98
Iowa & 27th (KS) FSU,03466,Justin Heitz,FSU,KS,15-Sep
Irby Street FSU,01068,Mark Drummond,FSU,SC,May-99
Irondequoit (NY) FSU,04458,Bill Kaser,FSU,NY,21-Dec
Ironwood & Ocotillo DTO,05315,Nate Walker,DTO,AZ,24-Jun
Isabela FSU,30026,David Firpo,FSU,PR,25-Jun
Jackson & Macarthur FSU,02557,Yvette Duncan,FSU,LA,10-Mar
Jackson (MI) FSU,05738,Chantay Bollinger,FSU,MI,25-Apr
Jackson Court FSU,02795,Mark Morse,FSU,NC,12-Aug
Jackson Heights 82nd Street In-Line,04490,Aman Mekonen,MALL,NY,21-Feb
Jackson [TN] FSU,04941,Grant Edwards,FSU,TN,22-Feb
Jacksonville Mall,00136,Pete Burgess,MALL,NC,Aug-81
Jacksonville Mall Drive-Thru Only,00503,Pete Burgess,DTO,NC,Mar-94
Jacksonville [AL] FSU,04457,Jason Soriano,FSU,AL,19-Aug
Jacksonville [TX] FSU,04695,Marybeth Wade,FSU,TX,21-Mar
Jacobsville FSU,05203,Chris Schenck,FSU,MD,25-Sep
James Island FSU,01954,Jason Williams,FSU,SC,6-Jun
Janesville (WI) FSU,04706,Melissa Argueta,FSU,WI,21-Nov
Jasper (GA) FSU,05615,Mike Holmes,FSU,GA,25-Oct
Jasper FSU,01732,Ruth Grace,FSU,AL,4-Jul
Jefferson (GA) FSU,05118,Christy Ferguson,FSU,GA,23-May
Jefferson City FSU,03031,Dennis Stevens,FSU,MO,14-Jan
Jefferson Commons FSU,03511,Micah Childs,FSU,KY,15-Jun
Jefferson Pointe FSU,01439,Tony Gibson,FSU,IN,2-Nov
Jefferson and Buchanan FSU,04942,Chris Hobert,FSU,VA,25-Nov
Jeffersonville FSU,04264,Terry Carrico,FSU,IN,20-Jan
Jensen Beach FSU,04443,Nathan Buchanan,FSU,FL,24-Mar
Jesse Jewell Parkway FSU,03609,Bobby Shoemaker,FSU,GA,17-Jul
Jett Ferry Road FSU,03277,Grant Wells,FSU,GA,13-May
Jimmy Carter Blvd. FSU,00745,Chug Shafe,FSU,GA,Jul-98
Jodeco Road DTO,05333,Brett Lewis,DTO,GA,24-Aug
Johns Creek FSU,00593,Steve Troutman,FSU,GA,Jan-96
Johns Hopkins Road FSU,01999,Richard Plank,FSU,MD,8-Dec
Johnson City Crossing FSU,00571,Tim Burchfield,FSU,TN,Aug-97
Johnston St. & Ridge Rd. FSU,05004,John Arton,FSU,LA,23-Aug
Joliet - Larkin Avenue (IL) FSU,05849,Kris Yoder,FSU,IL,25-Aug
Joliet - Plainfield Road (IL) FSU,04475,Kris Yoder,FSU,IL,21-Jan
Jones Crossing FSU,04215,Jerald Huggins,FSU,TX,19-Sep
Jonesboro Dwarf House,70002,Joe Wilburn,DH,GA,May-85
Jonestown Road DTO,04889,Stephanie Kapetanakos,DTO,PA,23-Sep
Joppa Road FSU,01941,Earl Ishmal,FSU,MD,7-Jul
Jordan Creek Town Center,01933,Jamison Wyatt,MALL,IA,5-Oct
Jordan Landing FSU,02245,Rob Dinsdale,FSU,UT,8-Nov
Justin Road FSU,01033,Chris Gabbard,FSU,TX,Jun-99
K96 & Greenwich Rd (KS) FSU,04721,Andrew Nelson,FSU,KS,22-Aug
Kahului FSU,04477,Sean Whaley,FSU,HI,22-Sep
Kalamazoo Main Street (MI) FSU,04369,Idris Rashid,FSU,MI,21-Jan
Kalispell FSU,03434,Casey Meadows,FSU,MT,16-Nov
Kaliste Saloom FSU,04832,John Arton,FSU,LA,22-May
Kamokila FSU,05170,Nick Lovan,FSU,HI,25-Aug
Kapolei Parkway FSU,04508,Spencer Goo,FSU,HI,23-Dec
Katy Green FSU,03478,Rusty Wylie,FSU,TX,15-Jun
Katy Mills FSU,02964,Cynthia Cavin,FSU,TX,12-Apr
Kedron Village FSU,02007,Micah Copeland,FSU,GA,7-Mar
Keith Street FSU,01157,Karen Colley,FSU,TN,Dec-00
Keller FSU,03226,Elizabeth Fritz,FSU,TX,14-May
Kemah FSU,01303,Tye White,FSU,TX,1-Nov
Kendall FSU,04268,Justin Lindsey,FSU,FL,21-Jun
Kenner FSU,03767,Chris Salomone,FSU,LA,16-Sep
Kent Island FSU,02193,Chris David,FSU,MD,10-Sep
Kentlands Square In-Line,02934,Mayrin Munguia,MALL,MD,12-Apr
Kentucky Oaks Mall,00127,Josh Pilgrim,MALL,KY,Nov-83
Kenwood Towne Centre,00456,Garth Truter,MALL,OH,Oct-91
Kernersville FSU,01248,David Grix,FSU,NC,Aug-00
Kerrville FSU,03555,Seth White,FSU,TX,15-Dec
Kettering FSU,03697,Matt Eller,FSU,OH,17-Jan
Kildeer FSU,02999,Allen Ordeanu,FSU,IL,14-Oct
Kilgore [TX] FSU,04725,Darryl Autry,FSU,TX,21-Jun
Killeen FSU,02429,Jay Early,FSU,TX,10-Nov
Killian Crossing FSU,03394,Aaron Jackson,FSU,SC,16-Jan
King George FSU,05127,Nolan Volk,FSU,VA,23-Nov
King [NC] FSU,05134,Ross Parrish,FSU,NC,23-Feb
King of Prussia FSU,02968,Kevin McDavid,FSU,PA,13-Aug
King of Prussia Mall,00135,Kevin McDavid,MALL,PA,Nov-80
Kingsland FSU,04824,Justin Whitfield,FSU,GA,22-May
Kingston Overlook FSU,00994,Marshall Wilkins,FSU,TN,Apr-97
Kingstowne In-Line DT,04661,Andrea Barnett,FSU,VA,22-May
Kingsville [TX] FSU,04755,Michael Carpenter,FSU,TX,21-Apr
Kingwood FSU,02425,Sarah Sheridan,FSU,TX,12-Oct
Kinston FSU,02763,John McPhaul,FSU,NC,10-Dec
Kirkman and Conroy Road FSU,00685,John Naylor,FSU,FL,Sep-98
Kirkwood Hwy FSU,04491,Kate Sweers,FSU,DE,21-Nov
Kirkwood Mall (ND) FSU,04600,Kyle Kudrna,FSU,ND,21-Dec
Kissimmee FSU,02871,Renato Nascimento,FSU,FL,13-May
Kitchener FSU,30003,Olivia Efford,FSU,ON,21-Aug
Kitty Hawk Rd FSU,05691,Troy Luster,FSU,TX,25-Oct
Knickerbocker FSU,03869,Rob Watkins,FSU,TX,17-Feb
Knightdale FSU,01760,Kevin Richardson,FSU,NC,6-Nov
Knollwood FSU,03600,Caleb Lee,FSU,MN,18-Feb
Kuebler Gateway FSU,05042,Lee Richardson,FSU,OR,23-Jun
Kyle Crossing FSU,05400,Joseph Ramirez,FSU,TX,24-May
Kyle FSU,02430,Joseph Ramirez,FSU,TX,10-May
LBJ & Midway FSU,03439,Kristi Mead,FSU,TX,16-Sep
LSU Tiger Stadium OCV,05686,Corey Teem,SAT,LA,23-Sep
La Habra Marketplace FSU,02043,Thomas Purtell,FSU,CA,7-Jun
La Jolla Village FSU no DT,04859,Jared Ciervo,FSU,CA,24-Jul
La Palma Ave FSU,02697,Steve Hollins,FSU,CA,12-Sep
La Palmera Mall,00230,Yessica Buentello,MALL,TX,Aug-70
La Plata FSU,02440,John Flatley,FSU,MD,9-Jul
La Plaza & South 10th Street FSU,03969,Michael Hancock,FSU,TX,18-May
La Rambla FSU,30037,Enrique Questell Pereira,FSU,PR,24-Jun
La Vale FSU,04055,Bill Boyer,FSU,MD,18-Nov
LaFayette Parkway FSU,02749,Rob Bowman,FSU,GA,10-Dec
LaPlace FSU,04526,Jasmine Spraggins,FSU,LA,22-Mar
Ladera FSU,04603,Mark Howery,FSU,CA,21-Oct
Ladson Road FSU,05296,Daniel Dickerson,FSU,SC,25-Jan
Lagniappe Village FSU,04103,Steve Ausbrooks,FSU,LA,19-Dec
Laguna Niguel FSU,02682,Mark Howery,FSU,CA,10-Jun
Lake & Boylston FSU,04539,Adaobi Gwacham,FSU,CA,23-Jun
Lake Boone Trail FSU,03376,Katherine Wade,FSU,NC,15-Oct
Lake Brandon Village FSU,00562,Paul Holmberg,FSU,FL,Jun-98
Lake Buena Vista FSU,04907,Rock Guarisco,FSU,FL,23-Nov
Lake Charles FSU,02203,David Griffin,FSU,LA,11-Aug
Lake City FSU,03119,Michael Sexton,FSU,FL,13-Jun
Lake Conroe Parkway FSU,01029,Eddie Kober,FSU,TX,1-Nov
Lake Dow FSU,03265,Mark Fleming,FSU,GA,14-Aug
Lake Forest Dr & Hwy 380 FSU,04620,Christy Davis,FSU,TX,21-Oct
Lake Highlands In-Line DT,02801,Lori Canales,FSU,TX,12-Feb
Lake Houston FSU,01259,Matt Michaels,FSU,TX,Oct-00
Lake Jackson FSU,00617,April Disisto,FSU,TX,Jan-96
Lake Mary Blvd. FSU,00869,Steven Schrieber,FSU,FL,Dec-93
Lake Mead & Water FSU,05053,Dan Mullins,FSU,NV,23-Dec
Lake Norman FSU,00698,Joe Hatzopoulos,FSU,NC,Jun-98
Lake Oconee [GA] FSU,04498,Dalton Morgan,FSU,GA,19-Oct
Lake Oswego FSU no DT,05552,Ben Jeffcoat,FSU,OR,25-Jul
Lake Park FSU,04431,Bill Stripling,FSU,GA,19-Nov
Lake Ridge FSU,03309,Luis Hevia,FSU,VA,15-Dec
Lake Travis FSU,01656,Darryl Zavodny,FSU,TX,4-Sep
Lake Woodlands Drive FSU,01071,Ed Murray,FSU,TX,Jun-99
Lake Worth (TX) FSU,01736,Mike Tipton,FSU,TX,6-Jan
Lake Worth South FSU,02616,Nicole Moceri,FSU,FL,12-Apr
LakePoint FSU,03302,Glenn Jordan,FSU,GA,15-Jan
Lakeland Square,00362,Travis Ralph,MALL,FL,Mar-88
Lakeside Shopping Center,01129,Rosalyn Jackson,MALL,LA,Aug-99
Lakewood (FL) FSU,04449,Jason Walker,FSU,FL,21-Jul
Lakewood FSU,02503,Mark Puranaputra,FSU,CA,11-May
Lancaster FSU,01289,Nick Isaac,FSU,SC,Dec-00
Landis Avenue FSU,04929,Phil Kelley,FSU,NJ,23-May
Langhorne FSU,05629,Dave Heffernan,FSU,PA,25-Jul
Lansdale FSU,03124,Dawn Friel,FSU,PA,14-Feb
Lansdowne Station FSU,02436,Johnie Greene,FSU,MD,8-Dec
Lansdowne Town Center (VA) FSU,03978,Braden Dollar,FSU,VA,20-Feb
Lansing (IL) FSU,05589,Brandon Williams,FSU,IL,24-Oct
Lansing FSU,03706,Kate McNerney,FSU,MI,16-Oct
Lantana & 95 FSU,04737,Jeremy Starnes,FSU,FL,23-Jan
Laredo FSU,04519,Zeke De Leon,FSU,TX,21-Aug
Largo FSU,01546,Tony Menendez,FSU,FL,5-Nov
Larkridge FSU,02061,Wes Yahara,FSU,CO,7-Aug
Larry Mulkey Memorial Rd FSU,04828,Kristie Bergstrom,FSU,GA,22-May
Las Colinas FSU,00601,Ryan Smith,FSU,TX,May-96
Las Vegas Blvd & I-215 FSU,03930,Henry Cho,FSU,NV,20-Jul
Lassiter FSU,03573,Scott Reed,FSU,GA,15-Oct
Lathrop Marketplace FSU,05377,Emily Martin,FSU,CA,25-Mar
Lauderhill FSU,02325,Caitlin Chavez,FSU,FL,9-Jan
Laurel (MS) FSU,03932,Brittney Pickering,FSU,MS,17-Dec
Laurel FSU,01646,Chris Dinoto,FSU,MD,5-Dec
Laurens County FSU,02944,David Malone,FSU,SC,15-Sep
Laurens Road FSU,00466,Brett Swanson,FSU,SC,Mar-93
Laurinburg [NC] FSU,04450,Michael Meservy,FSU,NC,19-Dec
Lavonia [GA] FSU,04114,Will Lowe,FSU,GA,18-Jul
Lawrenceville (NJ) FSU,04534,Jonathan Marple,FSU,NJ,21-Nov
Layton FSU,02511,Tyler Rasmussen,FSU,UT,11-Sep
Layton Hills Mall,00123,Amanda Valenzuela,MALL,UT,Nov-84
League City Towne Center FSU,02221,Michael Lee,FSU,TX,8-Dec
Leander FSU,04062,Priscilla Mendoza,FSU,TX,19-May
Lebanon & Tollway FSU,04033,Frieda Marroquin,FSU,TX,19-Aug
Lebanon FSU,02985,Carlton Beall,FSU,TN,12-May
Lebanon Plaza FSU,05308,Marty Windisch,FSU,PA,24-Sep
Lee Crossings FSU,02938,K. J. Wari,FSU,GA,13-May
Lee Vista FSU,02373,Mick Fish,FSU,FL,12-Oct
Lee's Hill FSU,04452,Paul Jany,FSU,VA,21-Dec
Leeds FSU,01943,Scott Robinson,FSU,AL,6-May
Leesburg (FL) FSU,05544,Eric Johnson,FSU,FL,24-Apr
Leesburg FSU,02710,Danielle O'Dell,FSU,VA,11-Dec
Legacy Village FSU,03403,Stu Shaw,FSU,NE,14-Oct
Lehi Pointe FSU,03442,Dusty Pyne,FSU,UT,17-Sep
Lehigh Valley Mall,00709,Mike Tenaglia,MALL,PA,Nov-98
Leland Town Center FSU,04071,Veronica Weibel,FSU,NC,19-Dec
Lenexa FSU,04230,Drew Severns,FSU,KS,20-Apr
Lenoir City FSU,03239,Justin Young,FSU,TN,14-May
Lenovo Center OCV,05336,Katherine Wade,SAT,NC,23-Oct
Lenox Square,00139,Isaac Houston,MALL,GA,Aug-80
Leon Springs FSU,04212,Joshua Cunningham,FSU,TX,21-Aug
Levittown FSU,04937,Erin Elko,FSU,NY,23-Sep
Lewis Center (OH) FSU,05488,Ali Holzaepfel,FSU,OH,24-Dec
Lexington FSU,00609,Michael Tucker,FSU,SC,Jul-97
Lexington Parkway Plaza FSU,04069,Tom Fitzpatrick,FSU,NC,17-Oct
Lexington Village FSU,05780,Andrew Frey,FSU,TX,25-Jul
Liberty FSU,02442,Jon Hoffman,FSU,MO,9-Aug
Liberty Station In-Line,05473,Matt Hughes,MALL,CA,25-Mar
Liberty Way FSU,03942,Andrew Wight,FSU,OH,18-Feb
Lilburn FSU,00826,Bryan Shepard,FSU,GA,Jan-91
Lima FSU,02783,Todd Kanzinger,FSU,PA,12-May
Lincoln & Pacific Drive-Thru Only,03953,Summer Stearns,DTO,CA,18-May
Lincoln Highway East FSU,02631,Judy Shaffer,FSU,PA,11-Dec
Lincolnton [NC] FSU,04089,Brittany Joyner,FSU,NC,18-Aug
Lindale (TX) FSU,04360,Joshua Johnson,FSU,TX,21-Jan
Lindale FSU,03021,Nick Dose,FSU,IA,12-Oct
Linden FSU,04352,Marlon Terrell,FSU,NJ,21-Mar
Lindle Road FSU,03462,Brad Burkholder,FSU,PA,16-Mar
Line Creek FSU,03233,Scott Spears,FSU,GA,16-Apr
Linthicum FSU,03629,Billy McGrath,FSU,MD,17-Mar
Lionville FSU,01527,Ryan Rutt,FSU,PA,4-Apr
Little Blue Menu - College Park (MD),04960,Ryan Fitzgibbon,FSU,MD,23-Sep
Live Oak [FL] FSU,05908,Neal Rodgers,FSU,FL,25-Jul
Livermore Avenue & 580 FSU,03805,Tyler McCain,FSU,CA,22-Dec
Livingston [TX] FSU,04743,Justin Belcher,FSU,TX,21-Jun
Livonia (MI) FSU,04664,Vikki Brown,FSU,MI,23-Jan
Locust Grove FSU,04658,Cameron Lovett,FSU,GA,22-Apr
Logan FSU,02614,Cory Goettsche,FSU,UT,10-Nov
Loganville FSU,00916,Edgar Brush,FSU,GA,Sep-98
Lohman Avenue FSU,03755,Matt Carper,FSU,NM,16-Nov
Lombard FSU,02983,Dave Terhune,FSU,IL,12-Mar
Long Beach FSU,01813,John Howard,FSU,CA,6-Apr
Long Beach Traffic Circle FSU,03388,Joe Byrne,FSU,CA,17-Oct
Long Point Road FSU,03857,Josh Malone,FSU,SC,18-May
Longmont FSU,02185,Brent Gooch,FSU,CO,9-Nov
Longview Mall,00164,Amy Nguyen,MALL,TX,Mar-78
Loop 336 & N Frazier St. DTO,05250,Eddie Kober,DTO,TX,24-Jun
Loop 410 & Evers Rd FSU,05284,Adriana Ramirez-Bustamante,FSU,TX,24-Jan
Lorain & Amherst (OH) FSU,04653,Matt Woods,FSU,OH,22-Mar
Los Feliz Blvd. FSU no DT,05043,Robert Peterson,FSU,CA,25-Jun
Los Filtros FSU,30014,Samuel Vallejo Hernandez,FSU,PR,22-Mar
Loucks Road FSU,02994,Chuck Lambert,FSU,PA,13-Apr
Louetta Crossing FSU,01215,Mike Magdaleno,FSU,TX,Aug-00
Louis Henna Blvd Drive-Thru Only,00952,Kathleen Johnson,DTO,TX,Sep-95
Louisville Catering & Delivery,04219,Bruce Smith,SAT,KY,18-Oct
Love Field DTO,03904,Louie Murillo,DTO,TX,18-Jul
Lovejoy Station FSU,00696,Santiago Cardona,FSU,GA,Nov-97
Loveland FSU,01888,Todd Orlando,FSU,CO,6-Nov
Lower Allen FSU,05137,Brian Gibson,FSU,PA,23-Apr
Lower Nazareth FSU,02303,Chris Cathcart,FSU,PA,9-Nov
Loyola Water Tower In-Line,02841,Steve Silich,MALL,IL,11-Jun
Lulah Hills FSU no DT,04846,Keith Shelton,FSU,GA,24-Jun
Lumberton (TX) FSU,05671,Nathan Taylor,FSU,TX,25-Nov
Lutz DTO,05348,Ricardo Sanchez,DTO,FL,25-Jan
Lynnhaven Mall,00154,Melody Clark,MALL,VA,Aug-81
Lynnwood Center FSU,04373,Josiah Ober,FSU,WA,23-Mar
Mableton FSU,05568,Landon Bentley,FSU,GA,25-Oct
MacArthur Blvd at 405 FSU no-DT,05074,Chris Johnson,FSU,CA,25-Oct
MacCorkle Ave FSU,04302,Tom Minturn,FSU,WV,23-Mar
Macedonia FSU,02216,Dan Stanko,FSU,OH,8-Aug
Machesney Park (IL) FSU,04592,Jake Knotek,FSU,IL,21-Dec
Macland Crossing FSU,01169,Sandeep Kapoor,FSU,GA,Dec-99
Macleod Trail FSU,30050,Robert Bourassa,FSU,AB,24-Nov
Macon Road FSU,01650,Alex Vann,FSU,GA,4-Mar
Madison (GA) FSU,01994,Lem Durden,FSU,GA,6-Oct
Madison (MS) FSU,01707,Chris Rosson,FSU,MS,5-Jul
Madison Avenue FSU,01793,Kimi Felipe,FSU,CA,6-May
Madison Avenue Sacramento FSU,03441,Eric Mason,FSU,CA,16-Feb
Madison Street FSU,01673,David Blevins,FSU,TN,4-Jul
Magnolia FSU,02030,Kendrick Skipper,FSU,TX,8-Apr
Magnolia Mall (Inside),00168,Chris Timmons,MALL,SC,Oct-79
Magnolia at Heritage Farms FSU,05812,Matt Williams,FSU,TX,25-Sep
Main & Almond FSU,04003,Kendall Benson,FSU,CA,21-Mar
